species,filename,duration,sample_rate,archive,split,path
LASE,LASE-57220401.wav,4.072448,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220401.wav
LASE,LASE-57220402.wav,5.351424,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220402.wav
LASE,LASE-57220409.wav,5.912576,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220409.wav
LASE,LASE-57220427.wav,3.006464,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220427.wav
LASE,LASE-57220434.wav,5.963776,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220434.wav
LASE,LASE-57220435.wav,5.844992,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220435.wav
LASE,LASE-57220436.wav,6.037504,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220436.wav
LASE,LASE-57220484.wav,6.289408,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220484.wav
LASE,LASE-57220486.wav,3.4816,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220486.wav
LASE,LASE-57220488.wav,10.248192,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220488.wav
LASE,LASE-57220489.wav,6.496256,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220489.wav
LASE,LASE-57220492.wav,3.01056,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220492.wav
LASE,LASE-57220502.wav,6.94272,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220502.wav
LASE,LASE-57220503.wav,4.917248,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220503.wav
LASE,LASE-57220506.wav,5.506048,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220506.wav
LASE,LASE-57220511.wav,4.586496,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220511.wav
LASE,LASE-57220512.wav,3.483648,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220512.wav
LASE,LASE-57220514.wav,14.999552,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220514.wav
LASE,LASE-57220531.wav,4.2496,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220531.wav
LASE,LASE-57220556.wav,3.577856,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220556.wav
LASE,LASE-57220572.wav,9.725952,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220572.wav
LASE,LASE-57220573.wav,4.195328,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220573.wav
LASE,LASE-57220577.wav,5.807104,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220577.wav
LASE,LASE-57220578.wav,4.360192,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220578.wav
LASE,LASE-57220579.wav,4.95616,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220579.wav
LASE,LASE-57220587.wav,5.020672,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220587.wav
LASE,LASE-57220588.wav,7.264256,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220588.wav
LASE,LASE-57220589.wav,8.020992,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220589.wav
LASE,LASE-57220600.wav,5.039104,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220600.wav
LASE,LASE-57220606.wav,4.301824,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220606.wav
LASE,LASE-57220608.wav,4.656128,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220608.wav
LASE,LASE-57220612.wav,4.680704,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220612.wav
LASE,LASE-57220613.wav,6.199296,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220613.wav
LASE,LASE-57220707.wav,5.3504,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220707.wav
LASE,LASE-57220712.wav,3.007488,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220712.wav
LASE,LASE-57220748.wav,3.602432,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220748.wav
LASE,LASE-57220749.wav,5.890048,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220749.wav
LASE,LASE-57220755.wav,6.254592,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220755.wav
LASE,LASE-57220761.wav,5.282816,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220761.wav
LASE,LASE-57220770.wav,8.612864,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220770.wav
LASE,LASE-57220771.wav,9.138176,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220771.wav
LASE,LASE-57220778.wav,4.214784,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220778.wav
LASE,LASE-57220780.wav,5.603328,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220780.wav
LASE,LASE-57220785.wav,6.016,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220785.wav
LASE,LASE-57220786.wav,7.2192,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220786.wav
LASE,LASE-57220788.wav,3.46112,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220788.wav
LASE,LASE-57220800.wav,4.837376,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220800.wav
LASE,LASE-57220819.wav,4.66944,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220819.wav
LASE,LASE-57220836.wav,3.598336,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220836.wav
LASE,LASE-57220849.wav,12.634112,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220849.wav
LASE,LASE-57220850.wav,4.08064,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220850.wav
LASE,LASE-57220859.wav,5.747712,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220859.wav
LASE,LASE-57220860.wav,4.73088,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220860.wav
LASE,LASE-57220874.wav,13.825024,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220874.wav
LASE,LASE-57220879.wav,4.466688,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220879.wav
LASE,LASE-57220883.wav,5.377024,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220883.wav
LASE,LASE-57220889.wav,3.24096,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220889.wav
LASE,LASE-57220895.wav,3.219456,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220895.wav
LASE,LASE-57220900.wav,5.38112,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220900.wav
LASE,LASE-57220916.wav,5.276672,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220916.wav
LASE,LASE-57220920.wav,7.038976,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220920.wav
LASE,LASE-57220921.wav,5.67296,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220921.wav
LASE,LASE-57220927.wav,9.120768,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220927.wav
LASE,LASE-57220931.wav,3.913728,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220931.wav
LASE,LASE-57220934.wav,6.252544,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220934.wav
LASE,LASE-57220936.wav,3.004416,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220936.wav
LASE,LASE-57220939.wav,3.556352,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220939.wav
LASE,LASE-57220948.wav,3.849216,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220948.wav
LASE,LASE-57220951.wav,6.008832,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220951.wav
LASE,LASE-57220953.wav,4.002816,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220953.wav
LASE,LASE-57220955.wav,9.746432,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220955.wav
LASE,LASE-57220956.wav,3.366912,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220956.wav
LASE,LASE-57220966.wav,5.805056,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220966.wav
LASE,LASE-57220979.wav,13.6704,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220979.wav
LASE,LASE-57220980.wav,7.43424,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220980.wav
LASE,LASE-57220981.wav,6.2976,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220981.wav
LASE,LASE-57220984.wav,6.408192,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220984.wav
LASE,LASE-57220991.wav,3.546112,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220991.wav
LASE,LASE-57220997.wav,3.443712,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220997.wav
LASE,LASE-57220998.wav,3.6608,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57220998.wav
LASE,LASE-57221000.wav,3.213312,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221000.wav
LASE,LASE-57221002.wav,5.228544,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221002.wav
LASE,LASE-57221005.wav,3.234816,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221005.wav
LASE,LASE-57221006.wav,3.329024,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221006.wav
LASE,LASE-57221008.wav,4.063232,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221008.wav
LASE,LASE-57221009.wav,3.432448,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221009.wav
LASE,LASE-57221010.wav,3.659776,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221010.wav
LASE,LASE-57221012.wav,4.11648,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221012.wav
LASE,LASE-57221013.wav,3.559424,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221013.wav
LASE,LASE-57221018.wav,3.21024,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221018.wav
LASE,LASE-57221020.wav,3.21536,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221020.wav
LASE,LASE-57221021.wav,6.53312,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221021.wav
LASE,LASE-57221023.wav,3.007488,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221023.wav
LASE,LASE-57221047.wav,9.462784,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221047.wav
LASE,LASE-57221050.wav,3.004416,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221050.wav
LASE,LASE-57221073.wav,9.125888,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221073.wav
LASE,LASE-57221086.wav,4.616192,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221086.wav
LASE,LASE-57221095.wav,3.919872,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221095.wav
LASE,LASE-57221101.wav,3.936256,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221101.wav
LASE,LASE-57221105.wav,14.999552,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221105.wav
LASE,LASE-57221107.wav,8.623104,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221107.wav
LASE,LASE-57221110.wav,4.27008,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221110.wav
LASE,LASE-57221111.wav,3.628032,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221111.wav
LASE,LASE-57221112.wav,6.306816,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221112.wav
LASE,LASE-57221120.wav,8.026112,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221120.wav
LASE,LASE-57221189.wav,4.805632,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221189.wav
LASE,LASE-57221203.wav,4.199424,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221203.wav
LASE,LASE-57221210.wav,3.007488,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221210.wav
LASE,LASE-57221213.wav,7.625728,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221213.wav
LASE,LASE-57221226.wav,3.201024,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221226.wav
LASE,LASE-57221231.wav,6.621184,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221231.wav
LASE,LASE-57221235.wav,6.729728,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221235.wav
LASE,LASE-57221246.wav,7.02464,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221246.wav
LASE,LASE-57221252.wav,5.665792,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221252.wav
LASE,LASE-57221257.wav,5.781504,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221257.wav
LASE,LASE-57221259.wav,4.462592,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221259.wav
LASE,LASE-57221267.wav,3.854336,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221267.wav
LASE,LASE-57221269.wav,6.309888,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221269.wav
LASE,LASE-57221293.wav,5.25824,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221293.wav
LASE,LASE-57221294.wav,8.426496,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221294.wav
LASE,LASE-57221298.wav,9.332736,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221298.wav
LASE,LASE-57221299.wav,7.368704,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221299.wav
LASE,LASE-57221300.wav,8.230912,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221300.wav
LASE,LASE-57221301.wav,3.008512,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221301.wav
LASE,LASE-57221322.wav,11.428864,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221322.wav
LASE,LASE-57221324.wav,3.25632,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221324.wav
LASE,LASE-57221356.wav,3.71712,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221356.wav
LASE,LASE-57221363.wav,4.098048,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221363.wav
LASE,LASE-57221364.wav,6.230016,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221364.wav
LASE,LASE-57221370.wav,5.08928,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221370.wav
LASE,LASE-57221373.wav,8.662016,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221373.wav
LASE,LASE-57221377.wav,14.999552,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221377.wav
LASE,LASE-57221380.wav,3.006464,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221380.wav
LASE,LASE-57221384.wav,3.57888,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221384.wav
LASE,LASE-57221391.wav,4.381696,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221391.wav
LASE,LASE-57221416.wav,5.213184,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221416.wav
LASE,LASE-57221438.wav,6.718464,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221438.wav
LASE,LASE-57221440.wav,6.86592,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221440.wav
LASE,LASE-57221443.wav,12.372992,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221443.wav
LASE,LASE-57221452.wav,8.953856,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221452.wav
LASE,LASE-57221453.wav,6.857728,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221453.wav
LASE,LASE-57221542.wav,4.219904,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221542.wav
LASE,LASE-57221563.wav,3.008512,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221563.wav
LASE,LASE-57221566.wav,7.128064,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221566.wav
LASE,LASE-57221598.wav,7.743488,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221598.wav
LASE,LASE-57221692.wav,3.397632,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221692.wav
LASE,LASE-57221715.wav,5.065728,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221715.wav
LASE,LASE-57221776.wav,9.800704,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221776.wav
LASE,LASE-57221842.wav,4.696064,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221842.wav
LASE,LASE-57221852.wav,3.173376,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221852.wav
LASE,LASE-57221884.wav,3.006464,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221884.wav
LASE,LASE-57221917.wav,5.992448,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57221917.wav
LASE,LASE-57222012.wav,3.012608,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222012.wav
LASE,LASE-57222050.wav,3.017728,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222050.wav
LASE,LASE-57222076.wav,3.008512,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222076.wav
LASE,LASE-57222078.wav,3.013632,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222078.wav
LASE,LASE-57222213.wav,4.569088,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222213.wav
LASE,LASE-57222289.wav,8.860672,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222289.wav
LASE,LASE-57222309.wav,6.475776,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222309.wav
LASE,LASE-57222311.wav,5.458944,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222311.wav
LASE,LASE-57222322.wav,3.013632,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222322.wav
LASE,LASE-57222351.wav,4.830208,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222351.wav
LASE,LASE-57222359.wav,5.086208,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222359.wav
LASE,LASE-57222383.wav,3.250176,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222383.wav
LASE,LASE-57222390.wav,8.562688,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222390.wav
LASE,LASE-57222394.wav,7.077888,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222394.wav
LASE,LASE-57222395.wav,3.021824,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222395.wav
LASE,LASE-57222405.wav,4.189184,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222405.wav
LASE,LASE-57222407.wav,10.626048,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222407.wav
LASE,LASE-57222435.wav,3.00544,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222435.wav
LASE,LASE-57222452.wav,5.532672,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222452.wav
LASE,LASE-57222601.wav,3.012608,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222601.wav
LASE,LASE-57222628.wav,4.384768,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222628.wav
LASE,LASE-57222659.wav,4.023296,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222659.wav
LASE,LASE-57222660.wav,7.049216,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222660.wav
LASE,LASE-57222693.wav,3.012608,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222693.wav
LASE,LASE-57222694.wav,6.28736,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222694.wav
LASE,LASE-57222708.wav,8.32,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222708.wav
LASE,LASE-57222728.wav,3.663872,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222728.wav
LASE,LASE-57222741.wav,5.456896,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222741.wav
LASE,LASE-57222772.wav,3.13856,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222772.wav
LASE,LASE-57222814.wav,9.800704,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222814.wav
LASE,LASE-57222894.wav,5.301248,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222894.wav
LASE,LASE-57222920.wav,7.514112,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222920.wav
LASE,LASE-57222935.wav,4.549632,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222935.wav
LASE,LASE-57222936.wav,6.375424,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222936.wav
LASE,LASE-57222966.wav,6.914048,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222966.wav
LASE,LASE-57222974.wav,6.300672,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57222974.wav
LASE,LASE-57223107.wav,4.573184,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57223107.wav
LASE,LASE-57223232.wav,6.756352,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57223232.wav
LASE,LASE-57223254.wav,3.469312,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57223254.wav
LASE,LASE-57223263.wav,4.5312,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57223263.wav
LASE,LASE-57223264.wav,6.367232,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57223264.wav
LASE,LASE-57223283.wav,8.73984,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57223283.wav
LASE,LASE-57223349.wav,4.80768,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57223349.wav
LASE,LASE-57225004.wav,8.797184,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57225004.wav
LASE,LASE-57225006.wav,5.403648,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57225006.wav
LASE,LASE-57225008.wav,11.665408,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57225008.wav
LASE,LASE-57225016.wav,6.467584,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57225016.wav
LASE,LASE-57225043.wav,9.824256,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57225043.wav
LASE,LASE-57225162.wav,13.4912,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57225162.wav
LASE,LASE-57225185.wav,7.58272,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57225185.wav
LASE,LASE-57225207.wav,4.67456,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57225207.wav
LASE,LASE-57225222.wav,5.649408,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57225222.wav
LASE,LASE-57225223.wav,4.511744,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57225223.wav
LASE,LASE-57225224.wav,15.000576,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57225224.wav
LASE,LASE-57225225.wav,13.782016,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57225225.wav
LASE,LASE-57225228.wav,4.365312,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57225228.wav
LASE,LASE-57225229.wav,7.225344,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57225229.wav
LASE,LASE-57225246.wav,8.819712,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57225246.wav
LASE,LASE-57225410.wav,5.261312,500000,LASE.zip,train,/Users/katterns/ITMO/Practice/data/LASE/LASE-57225410.wav
